draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,lambda_atk.1,lambda_atk.2,lambda_atk.3,lambda_atk.4,lambda_def.1,lambda_def.2,lambda_def.3,lambda_def.4,theta.1,theta.2,theta.3,theta.4
2332,-8.148893881420236,0.9301652527597115,0.03474156963999406,4.0,16.0,1.0,14.18982482219645,6.687247269481714e-46,3.2293035711799824e-55,3.134734808650538e-42,1.5203760821118171e-105,2.4874414153653284e-06,4.9345497623767114e-23,4.927163133312297e-45,1.8305895041122784e-19,0.0003146222278163077,3.8208254003164184e-41,2.2080122129469006e-69,1.0169278591222846e-35
2333,-9.881128716210242,0.9375,0.03474156963999406,4.0,16.0,1.0,13.07468031012755,9.967021791320805e-62,2.131534969833177e-53,1.5675727094357693e-60,9.762336906289815e-122,2.1371640688379766e-05,2.322340847814542e-22,7.718713811122989e-50,6.359400997169362e-27,3.70974939219234e-08,2.4238815445707793e-34,1.4290007088481547e-86,3.631263539448577e-37
2334,-9.248293559872764,0.6134454466769926,0.03474156963999406,2.0,4.0,1.0,12.899921154368618,6.831060679145546e-58,2.9254112203625843e-50,5.361372259859934e-60,7.599177231026764e-121,8.173067089003958e-06,1.0503722325190866e-22,5.292773647432159e-50,1.1073384371798934e-27,4.412355701203153e-07,3.7063576111546196e-34,3.1707834816378614e-83,8.40559140022548e-35
2335,-9.393275324578326,0.8355153649978058,0.03474156963999406,3.0,9.0,1.0,13.707920225667095,8.840486294815912e-55,1.6928289996617953e-52,5.0529399113719636e-52,1.2490490964183536e-129,7.972004988530169e-06,2.453955685045722e-24,5.599068257701512e-52,3.932336394122363e-33,0.013628500566020838,6.088834420458353e-37,1.419460207116985e-82,3.871275086631424e-29
2336,-10.002167437014577,0.8995641916064412,0.03474156963999406,3.0,11.0,1.0,12.865618262088898,7.2194498615891335e-56,4.7426763118281544e-52,2.2569368969606757e-53,2.6141341636365456e-130,1.1547592744099373e-06,1.8707583452540664e-23,2.9235348581983465e-52,5.480237808352185e-34,0.2516122054557771,1.3053459178073877e-37,8.824471649352088e-81,3.964580127523457e-29
2337,-9.494126090718964,0.2512827846701658,0.03474156963999406,1.0,2.0,1.0,20.958614091683927,5.1968835222855295e-52,3.5708585357973164e-53,1.4282697415646248e-51,1.2337276201904177e-130,6.294233349992165e-07,1.985761878587193e-23,1.6229127465119802e-51,1.3284482667780772e-33,0.07764603176210104,1.1543755821481067e-36,1.0994702641308596e-76,1.81998262837932e-28
2338,-9.494126090718964,0.4704829064030778,0.03474156963999406,1.0,3.0,1.0,14.626393894404938,5.1968835222855295e-52,3.5708585357973164e-53,1.4282697415646248e-51,1.2337276201904177e-130,6.294233349992165e-07,1.985761878587193e-23,1.6229127465119802e-51,1.3284482667780772e-33,0.07764603176210104,1.1543755821481067e-36,1.0994702641308596e-76,1.81998262837932e-28
2339,-9.446346456473293,0.4380242947820639,0.03474156963999406,1.0,2.0,1.0,13.729713181209458,1.9609935352321262e-50,3.775160193298023e-54,1.796134146461001e-51,1.3322053639928757e-129,6.823026343807671e-07,1.4311621502571063e-23,1.2149165982214722e-51,2.9235270002696305e-33,0.022983296044200054,6.643585532680743e-37,7.217615606912724e-80,3.5475704082394526e-27
2340,-9.864860830417683,0.7808139959002248,0.03474156963999406,4.0,24.0,1.0,15.069642182950798,7.707850050591407e-54,8.842302518331874e-66,2.0145479075221285e-39,1.6462879205907837e-108,6.756482282457553e-05,1.2085180151359218e-30,6.154242531599292e-48,5.780356593268882e-36,6.012253254467919e-27,7.013587460391702e-34,3.965341890426603e-93,1.8231084902328237e-26
2341,-10.207096060335516,0.9251425723250359,0.03474156963999406,4.0,29.0,1.0,17.47957982487754,7.180803662333042e-84,4.2307840688942885e-50,1.4657999063760905e-39,4.0363883878304385e-140,1.0912725484224113e-06,2.1403497426940727e-32,9.55250237201386e-36,5.631091787532044e-32,3.2721972603939536e-28,4.5330872927190954e-39,2.4188952943986897e-60,3.2693964933918076e-34
2342,-9.32890533551813,0.9402422740810377,0.03474156963999406,4.0,17.0,1.0,14.46629944452764,3.7537797301082964e-63,2.2393971666003353e-64,4.175529067179466e-43,2.63704399988385e-143,0.00012102197621902363,3.685536394733841e-30,3.1130035517253893e-35,7.893774988562479e-32,7.501714723554712e-24,8.039527044812552e-35,4.1799343915638007e-41,1.4278363579629751e-28
2343,-10.382197093154218,0.4470454632333373,0.03474156963999406,5.0,51.0,1.0,17.80239911358821,5.2731517219568903e-79,1.0224279286219601e-78,2.164309425922075e-55,4.3578199602177125e-166,0.0812624891380455,1.5798427860150217e-29,1.9946204972457637e-38,7.180375742357788e-37,3.2331560041385255e-45,7.558010731439072e-37,5.297080421769246e-06,5.90806335587779e-16
2344,-10.682899676381794,0.4969154607257246,0.03474156963999406,4.0,26.0,1.0,14.593083369487454,6.2112446510641174e-83,1.267145950755605e-77,1.0418189156187846e-61,1.0500534288450078e-168,0.006143829611749364,5.873442341587748e-29,4.044521528052749e-39,5.480356756490872e-36,1.1770676821948382e-39,2.7493982966783707e-36,3.016391865347238e-14,8.596902872312377e-15
2345,-9.349868013754985,0.9194694692555566,0.03474156963999406,4.0,17.0,1.0,14.618272099938222,2.4402542098100204e-46,1.592092690865144e-70,2.9352952405845618e-56,2.5089699119865104e-162,1.0229781799827322,3.300610844075475e-32,2.9030680554467335e-35,2.4933723582771987e-40,1.3179300561146697e-39,1.5397857780336725e-39,7.186053770055487e-17,0.00012552736873216205
2346,-9.959175564020143,0.909966397752294,0.03474156963999406,3.0,12.0,1.0,14.013624346962409,9.804641306858913e-48,1.1031256339770886e-74,3.9760855585366554e-58,3.1732527474963605e-163,16.237969698508287,2.2245578973147286e-30,4.2464710565330004e-39,1.3694763352599334e-42,3.5672562890893016e-44,1.1447955975197325e-35,5.879630127032557e-24,2.5488454700748117e-05
2347,-11.9532746601069,0.7885647919156954,0.03474156963999406,2.0,6.0,1.0,16.92428561793556,4.83984427552328e-53,5.812014271823738e-75,9.172512752976618e-59,5.207715580309166e-163,194.61891729475084,1.2359280334328182e-29,5.420546593365746e-40,4.871345575218041e-42,3.751059104127362e-43,1.051528447674955e-37,2.304981399603527e-27,1.663799072811008e-05
2348,-10.527170146446906,0.6973931475916102,0.03474156963999406,3.0,9.0,1.0,17.24466271901291,4.7681316955240033e-60,2.072820877938065e-73,6.493037179646919e-58,9.279791970141537e-162,32.9436019891756,3.1735510934339233e-29,9.990531526091913e-41,6.144124567147216e-40,1.255265459670809e-47,6.08118449244188e-38,1.745632363070222e-24,0.08175835768015503
2349,-10.21546229829346,0.9127703855819693,0.03474156963999406,3.0,15.0,1.0,15.187070229297142,1.1844625962697598e-63,4.040753008821397e-72,1.5833094775575872e-52,3.6917623788469863e-162,33.25172996432142,1.5138961470649348e-28,5.222288866431288e-40,1.5832507103253168e-40,2.303357558400263e-47,1.7194680688931988e-40,5.657011256094842e-18,0.01071844049180109
2350,-10.528401734531599,0.8559664003299386,0.03474156963999406,3.0,13.0,1.0,15.598025040245663,3.5023267057215e-63,1.7495650265863239e-65,1.4719305787381563e-52,7.831763298284448e-162,43.77259273589991,1.2110728811378674e-28,3.183171846634494e-40,4.852494131479437e-41,3.447968599887562e-44,8.626691260030962e-40,2.8483628203121506e-16,0.20854392313492973
2351,-9.959337586631818,0.8903212102096882,0.03474156963999406,3.0,13.0,1.0,15.057965250410213,1.3556071940509503e-72,3.2951018790049704e-66,3.410679003920923e-55,1.8745469493048813e-164,0.34861972891369536,7.928319995371911e-32,1.6349256595492589e-40,7.589775426254282e-38,2.4939835476662052e-39,1.0388992681266938e-41,3.24026624073599e-13,2.627232996331153e-07
2352,-10.509763217459067,0.8813286261608201,0.03474156963999406,4.0,29.0,1.0,15.112555787293605,1.3481433636562924e-73,3.0684063873270816e-76,2.8532841578667924e-56,4.8296109338811373e-172,0.0004493375631992943,9.028882867984462e-31,2.7334113861429853e-45,1.504192121961408e-35,6.212667040680976e-42,1.7370496277259862e-41,3.626147154966141e-06,5.1084959954030205e-12
2353,-10.55531701858331,0.9333332623128984,0.03474156963999406,3.0,15.0,1.0,16.129149664494587,2.9701551315037533e-87,5.649350903493298e-75,8.59798902224134e-59,3.564650675328963e-168,0.003468916089163199,5.249417109959842e-31,1.2792608746331775e-44,7.58570431663164e-35,4.522908573506195e-38,1.9431227341474025e-36,1.8348044255409787e-07,1.3665486972897491e-12
2354,-11.103125995737628,0.8916625379755944,0.03474156963999406,4.0,18.0,1.0,17.656469880267345,5.668348836023478e-101,4.964507761665845e-66,8.734151497258823e-56,4.4388838186334667e-175,0.005847369542709359,2.9031934998998087e-33,1.5299735939144793e-48,4.779680641905363e-31,1.1350492895004472e-41,5.230247603383915e-34,1.7357363272030796e-18,2.326978668755047e-13
2355,-9.838759881019314,0.9554146400949027,0.03474156963999406,5.0,37.0,1.0,16.316584375076694,6.704485120738885e-85,1.2513405755840992e-56,2.7061560622261647e-45,8.977565869500771e-176,0.009402565202956148,5.072691179529161e-33,2.822119408519905e-45,1.0516317479250326e-31,3.860475828604976e-42,6.013741835932833e-23,3.626155590859524e-15,1.0924916071802422e-10
2356,-11.077954499337011,0.8454010130579152,0.03474156963999406,6.0,82.0,1.0,15.934279799351344,8.6987404987507e-72,2.9984693953305723e-61,4.330510696613138e-78,4.475316535650104e-154,0.005818292672921116,6.932475739240546e-63,1.1099799329762181e-17,2.751679699880523e-54,1.9865123208465277e-61,4.8690302795018785e-26,4.3519322168530135e-26,0.008362624720873926
2357,-10.776480855085538,0.5342253438377959,0.03474156963999406,4.0,28.0,1.0,15.99559988453986,8.305737949015234e-78,6.331790137840306e-71,2.0015229041346854e-83,1.757862957154027e-149,2.4284675753958366e-06,3.250091496551244e-60,9.010140270587922e-15,1.8024132500278058e-54,6.96883659139262e-44,1.519983210060185e-23,6.6657930440378495e-18,0.000315247829561452
2358,-11.007586385858986,0.898663982042021,0.03474156963999406,4.0,16.0,1.0,14.478519589521868,4.755912169198283e-72,6.008359114516919e-53,5.780140556718783e-80,6.965343399261391e-150,1.4849005837702983e-05,1.5096829370344655e-63,7.296024669657766e-16,6.317915233946667e-54,1.7598383290112046e-41,1.8710944323039842e-17,2.7937572921719586e-11,7.404196389791773e-10
2359,-11.020395501248231,0.5916937534070672,0.03474156963999406,1.0,3.0,1.0,17.49685778840163,8.225087599435705e-69,1.150048100212645e-53,2.37784837703579e-81,6.112176393249631e-149,1.2053866355130507e-05,1.0042677647011863e-63,3.529121283752419e-15,6.657825643183776e-55,9.074276519854174e-41,5.5278571539931304e-18,2.791125221075936e-13,6.190956511444497e-10
2360,-10.06959737267357,0.5,0.03474156963999406,1.0,2.0,1.0,14.164619714828632,3.689541357777943e-69,5.348051097765056e-55,3.1406637807630805e-82,2.9999224895652533e-149,1.0735542747317942e-05,7.650871200911242e-64,1.2639234825333582e-14,1.5303892525780813e-54,2.5273930322604188e-40,2.3578377216166733e-17,2.5697479605881916e-15,9.479255550592373e-09
2361,-10.349792605301218,0.7818097513333173,0.03474156963999406,5.0,34.0,1.0,16.852663893875935,6.706397702023379e-61,1.0411206807906557e-43,5.318118912385798e-116,4.627062129110617e-129,1.931890536963775e-16,1.9052706739584288e-59,0.025024897584172867,2.001371240424129e-39,8.628638611503251e-42,6.816559550444586e-47,9.174469456877561e-30,3.7693111101756485e-07
2362,-10.560668571079987,0.5908615619694892,0.03474156963999406,4.0,30.0,1.0,16.0048243557734,2.702315318291519e-63,1.535785571738644e-44,4.815355113572269e-117,7.699332420369853e-129,2.214696771993981e-15,3.234023140902338e-60,0.5778915128113553,1.99106113522242e-39,1.5735693110185645e-44,3.18775185071103e-48,6.870074647111182e-30,3.738008961060249e-05
2363,-10.914113171533927,0.7728318474694235,0.03474156963999406,3.0,8.0,1.0,14.326593894497636,2.453687752981286e-74,1.1048259993671918e-49,3.28216958689027e-117,5.645864733972529e-120,6.155176709771188e-16,1.268376341168856e-59,0.1817019256026077,4.465277454019465e-42,2.5184154224237e-49,2.650040834253642e-49,4.529588524528978e-30,0.01553966321406076
2364,-10.02278828178828,0.6093489631234446,0.03474156963999406,5.0,34.0,1.0,20.712661590269043,2.608938813440825e-82,1.1037079163097667e-51,7.285199218330982e-133,1.1415785590532265e-84,4.924791389365691e-15,6.59994053529718e-55,0.012654560331855904,1.441456869791976e-42,2.1633318717238412e-17,1.3205892214860284e-47,9.759630648588734e-39,0.0008048942114290313
2365,-10.298132545528006,0.9426979454093022,0.03474156963999406,4.0,22.0,1.0,14.765032217463059,2.0204032012160433e-67,1.1064156478508831e-55,1.6466840949902104e-132,1.829627080687495e-104,3.826623507193173e-12,1.743880270339503e-57,2.4438064716138292,2.4429826318189614e-41,1.7785694889565884e-13,4.830447935320225e-52,6.0289843565456e-37,2.442429412025234e-11
2366,-10.118737359026682,0.6897872507278885,0.03474156963999406,5.0,50.0,1.0,16.56791943079716,2.352630748592544e-78,4.280691354781598e-39,1.4113182296977398e-117,5.428551821487817e-77,3.574623448448494e-17,1.2641604253594286e-43,1.2867551287595561e-17,3.9561934552596405e-37,8.805130649849928e-35,3.842552388660379e-50,2.2381882481805053e-23,1.3553450810063373e-42
2367,-9.52463143428713,0.6901930519427197,0.03474156963999406,5.0,41.0,1.0,19.807180082010774,2.212021646103071e-76,2.505868064953791e-36,5.28092567859199e-125,1.8633323761096073e-66,3.393124862694465e-17,4.1884855111691194e-41,8.246943893541421e-09,1.639397623059938e-27,5.461250801427025e-30,2.002654279035499e-53,1.2297201318926222e-17,8.18618355731712e-53
2368,-9.140603143212047,0.8646393073678578,0.03474156963999406,3.0,12.0,1.0,19.32999908984764,6.910534667414575e-72,1.4813228744408819e-35,7.877576993525307e-121,2.5457418253351617e-59,2.1844320928138612e-17,1.1945438920840332e-40,6.1427648010532585e-09,9.231861306584798e-27,8.324778008422722e-33,1.5256910656904997e-51,2.057454208038669e-15,6.927445862053962e-55
2369,-9.925732546896597,0.9535898293403008,0.03474156963999406,5.0,33.0,1.0,17.151469356179184,1.077436909115484e-93,5.403325641385581e-18,1.5892957752775403e-148,3.3860927323223685e-108,3.265733098377359e-13,1.0915888383398206e-28,9.91652155659368e-06,3.4627179732893545e-05,1.870024422478621e-09,9.458235235857415e-55,7.899940103369773e-24,8.194708882348978e-61
2370,-9.645582418489084,0.9691011897139878,0.03474156963999406,5.0,33.0,1.0,12.669036846168286,3.08552809510117e-48,1.3599700311302933e-24,8.984856208163991e-155,2.4698789533018784e-88,1.837392485271908e-15,2.518572711770289e-30,4.233652775753056e-13,3.749419967114655e-12,2.9647232692819755e-19,6.631281474775592e-57,4.4112423873352215e-41,1.0866997711259514e-53
2371,-10.400636915537007,0.9493603019810852,0.03474156963999406,4.0,22.0,1.0,15.914176224612588,5.728561073971029e-42,2.378469267128025e-37,3.234165957663455e-146,4.572016194073981e-104,5.055077895106588e-16,2.4822425223756884e-26,4.596785440267728e-21,2.5227553162210878e-08,4.2699482636280585e-11,1.2278943069538795e-59,1.3556107136899582e-54,4.999196448914186e-64
2372,-10.025600809831758,0.9343533475268928,0.03474156963999406,4.0,21.0,1.0,17.368919243341182,5.091169278596726e-47,3.067174833942304e-37,3.8463526275659172e-140,7.659219523796883e-119,1.318033815289799e-11,6.281845338782617e-25,1.1784071275878287e-24,1.0651961048244294e-09,2.818771034589206e-08,3.3342583847971295e-59,1.0086557314550327e-33,4.456732043971846e-59
2373,-10.308065329954843,0.8365218344586804,0.03474156963999406,3.0,10.0,1.0,17.85452746507358,5.133417527605043e-43,7.366191748303721e-32,1.6491541192683277e-134,2.2520670857973706e-123,7.651965351034781e-12,1.8660721031021386e-28,4.834315983920411e-29,1.2412207104737505e-12,1.622109015634983e-11,2.571632653352464e-63,1.0888857158726602e-29,1.7153128429009722e-67
2374,-10.3774465011752,0.8402778590329362,0.03474156963999406,3.0,10.0,1.0,21.461005680753818,1.7593581275796655e-58,8.904445015485631e-39,1.7457981821895144e-135,5.380321565212088e-100,1.2436574575717323e-11,2.4138665136366783e-27,2.3172636655185234e-26,1.978106817965889e-09,3.0163727834807424e-19,1.2861810418466876e-59,4.005172039136996e-35,3.365653231933971e-68
2375,-11.004587396570514,0.9497282076935525,0.03474156963999406,4.0,20.0,1.0,21.072494079828438,4.3228364192840893e-69,2.5954773132777102e-58,1.1701776880951618e-149,1.4958759139139848e-93,8.95014757048489e-17,1.4688409352425393e-22,2.2992078788225287e-21,0.0010676842809532276,1.5111724225110643e-10,1.2766841384390557e-57,8.620813373695561e-37,5.835199893861829e-77
2376,-10.482623269929036,0.9742645382228033,0.03474156963999406,5.0,46.0,1.0,14.209450768952035,7.97099352293386e-70,6.4335249690705e-54,2.8939458236352967e-133,2.1230842359598242e-99,4.595175858745245e-19,3.340841026613978e-26,1.862420389213679e-23,0.952139363595297,0.14624667800277755,5.412183381731869e-57,1.6443262893045142e-23,8.189930248576227e-71
2377,-9.586999185165268,0.850351168717562,0.03474156963999406,4.0,23.0,1.0,19.860032864238804,2.941643659043144e-86,1.6711317841950803e-39,2.6879186447651075e-132,2.5308301049129937e-65,1.9157552871099894e-15,8.358450171795855e-31,1.555934972795204e-24,2.5329562112742965e-13,8.325842855327477e-15,3.661195418974829e-53,5.83019352460188e-23,6.018276500250688e-57
2378,-9.795988655961537,0.9552171188155811,0.03474156963999406,4.0,25.0,1.0,13.37531882723492,3.685268074806078e-83,1.9694692407716714e-46,4.3940497416149236e-134,2.873317626190713e-48,2.4520340841782895e-13,1.901495557707601e-30,2.0036061814719585e-25,1.5194739448636456e-16,1.7166355689767278e-13,4.5372424305067745e-57,1.844387536011996e-39,1.0133442793325413e-56
2379,-10.017813002546063,0.9410144889447755,0.03474156963999406,4.0,24.0,1.0,18.432983712439285,1.7736186096080776e-79,4.528228966769774e-42,6.4391038379225245e-136,4.287149379504346e-50,1.356525670769117e-12,1.992420569271512e-33,2.3048774352606754e-24,1.7726271575765667e-15,1.6339592065232312e-15,7.697707442725536e-57,1.803558508525418e-50,7.924554916695272e-58
2380,-10.948761093478879,0.9333333333333262,0.03474156963999406,3.0,15.0,1.0,21.44567586427613,6.827973706170478e-88,6.27275278079384e-35,1.282437654811793e-134,7.41358213139396e-66,2.682779736995059e-12,6.230801868571257e-37,5.747348565778102e-20,2.4861217385431094e-16,4.5551067174714854e-27,7.035787774695229e-61,1.8684727122450636e-53,2.8039577248824257e-64
2381,-11.350051369692892,0.9121451799928073,0.03474156963999406,4.0,28.0,1.0,16.17222912990391,1.4790256355598542e-122,4.6354827285526e-30,1.5397664839658716e-138,2.1761384800047144e-61,1.3293601379002459e-17,1.4488885866763454e-36,4.8650869594591406e-18,9.034553889914303e-17,0.03192474999185808,5.651169123826151e-61,7.065204710542709e-58,1.8629762212224632e-66
2382,-11.549042991963006,0.874961222145946,0.03474156963999406,4.0,20.0,1.0,16.095748824916274,2.1388721075414123e-119,1.095329847871797e-34,5.2643213529700384e-132,8.536225376793939e-59,1.2414746693850403e-19,4.1786024362601107e-38,2.452284312532845e-17,1.8604924250515062e-15,3.205903790026436e-08,2.0482526815600815e-62,3.0799472935932493e-60,2.758741524818379e-74
2383,-11.079002932669027,0.9581536591126921,0.03474156963999406,4.0,27.0,1.0,22.83262163189028,1.123177999616948e-113,3.8139200531223766e-29,1.6950028770532948e-115,2.3446760798511235e-76,2.780645256788736e-23,3.4115831513701767e-43,1.3727571619787344e-17,2.6601344375144926e-14,1.9070366155641043e-06,5.987827021716569e-68,9.245146989993438e-29,5.7892675444939885e-84
2384,-10.98728381500473,0.8870050499062381,0.03474156963999406,4.0,19.0,1.0,15.508544937700345,4.781932549021328e-111,1.2429698614593453e-30,1.7497557834880884e-113,6.720897740827805e-73,1.4509037058960662e-23,1.6451265750358047e-42,8.390740192449573e-19,1.42914643717527e-13,1.2400106357188956e-08,1.095775143542805e-67,1.5357234581273408e-31,8.30500235261395e-82
2385,-11.701154105699288,0.9491863509467456,0.03474156963999406,4.0,26.0,1.0,13.370239323335245,2.4621808412171974e-130,4.436019482098527e-31,7.515089575914396e-114,5.4689068656397347e-70,4.883926738563265e-24,7.257910512720382e-42,5.33432580099821e-21,1.407696134723062e-15,0.00020621525766134475,5.810015545798904e-68,9.254116880288708e-38,2.7092179897145053e-89
2386,-11.574544906242409,0.9476235072059646,0.03474156963999406,5.0,35.0,1.0,15.80794620764557,8.278743087389667e-150,6.516682345042774e-27,1.6129832556058703e-111,4.215791030644732e-56,6.455720158959388e-26,3.827646356154974e-42,5.518331314947364e-18,6.635080878356655e-10,3.6418774477137955e-05,3.713936406584736e-75,7.462575924341795e-26,3.2620007400258176e-95
2387,-13.242562762965463,0.6530753265179423,0.03474156963999406,5.0,60.0,1.0,16.5633713613408,3.140844966943516e-169,1.4360123875988049e-36,1.2772423946751393e-108,8.066693648100713e-55,2.152184130098758e-32,3.1438348812874686e-54,2.6030861688497035e-12,3.467986426815952e-12,1.878132087601045e-12,1.4624949224126657e-70,1.7199339149908443e-47,4.722156200008208e-102
2388,-13.439488838265788,0.5542272126576908,0.03474156963999406,3.0,10.0,1.0,16.175495038778564,1.2204080777420424e-170,1.3902369033771936e-39,4.9585211979291664e-105,7.387970948913364e-58,1.378599577551946e-32,2.6024496225453074e-53,5.235096893128408e-14,9.193394317384762e-12,3.135413265842021e-15,9.906412156858427e-71,2.443056711510517e-50,1.3528018355149321e-101
2389,-13.47982860151751,0.7445756446587594,0.03474156963999406,3.0,8.0,1.0,25.04941782328894,4.391506719946981e-174,8.733189805325178e-38,1.1528169325317576e-105,2.490073312762742e-60,1.3668411577710184e-32,7.933745764428218e-54,1.3355999873816272e-13,3.743729210386189e-12,1.0406815343513732e-13,6.754787719504465e-70,5.7812813490460014e-52,8.039847543474795e-99
2390,-12.690774385662962,0.8632841236138058,0.03474156963999406,5.0,51.0,1.0,19.254497954120993,5.838257433337698e-153,2.9433183916518622e-36,1.1113569926755492e-113,2.3097664098023285e-50,6.971585887890425e-27,5.9425872943181874e-49,1.9823144781620164e-17,1.9172438727725194e-06,0.16178396536655282,8.777428340433662e-65,7.71112560195302e-60,5.715022999294114e-94
2391,-12.625667201919214,0.8280665430969459,0.03474156963999406,4.0,26.0,1.0,17.668757020258706,1.6370738405953733e-159,4.563019701089402e-39,7.577346585968115e-112,3.24088048124095e-54,7.047240535893285e-27,8.398317653849251e-51,3.579390557033847e-15,6.814551093681536e-07,5.187925946226303e-07,1.3397552036172888e-64,9.2901625959901e-49,1.4221440302817803e-102
2392,-13.550865846761553,0.9201985771603007,0.03474156963999406,5.0,40.0,1.0,17.744365759963024,2.733695969996467e-170,1.1353645921013726e-58,1.5043277905078731e-122,9.019363318382122e-82,3.057115120415718e-29,1.7149915831494243e-52,2.3380952697232398e-17,2.498353614672531e-27,7.109090743225991e-08,6.636194505025031e-53,1.8114428936110343e-08,1.4547399392939935e-98
2393,-13.324349196124103,0.9332801695519056,0.03474156963999406,4.0,29.0,1.0,18.674930514588787,6.214554698179954e-172,6.260548894765935e-63,3.890943796093772e-108,1.9414155246808749e-75,4.9170011150224905e-29,9.576891931758981e-53,1.1784084003975876e-14,1.4305389030531241e-31,0.01862566854420883,3.3521958103836195e-52,5.189673939832547e-24,6.619441638643119e-91
2394,-11.16426426933208,0.9561268152793541,0.03474156963999406,5.0,34.0,1.0,18.82280224807965,6.96539576921517e-116,6.454112912237457e-65,1.7111624776135244e-96,1.0702178693429553e-49,9.492883191750737e-19,2.1209675791233426e-50,65.26130646437416,3.475844264223904e-21,7.164169965960434e-06,2.859257465150009e-41,2.7674304862746993e-23,4.0551470399609773e-67
2395,-9.71890512967434,0.8,0.03474156963999406,2.0,5.0,1.0,17.970359414512263,3.562927961558327e-115,3.234112549528006e-66,5.128457420309941e-99,8.914932518561299e-53,1.1933609292055908e-18,5.3374273657070795e-50,2.0582170992005637,6.7475275290117904e-21,0.13627620802510276,1.753447481211999e-41,1.1238481483534874e-15,1.997504819811997e-64
2396,-10.113367829885874,0.6204739973578072,0.03474156963999406,5.0,33.0,1.0,19.001453641178436,3.873416798316615e-84,1.094922882778956e-100,5.246005745416342e-109,7.067743498645004e-61,6.5780149726649485e-12,4.0716962365443606e-49,2.238579365968245e-09,2.8720873492675026e-18,1.4403463257954196e-27,1.589412677191199e-47,1.163263838508147e-17,4.321770777790613e-42
2397,-10.001575502922833,0.8495372592089465,0.03474156963999406,5.0,38.0,1.0,14.373373930448981,1.566380308772818e-67,2.022196052402244e-95,2.8162164485060522e-105,2.844638780005398e-66,7.13288243271717e-09,8.048935374816444e-45,1.1367987008570415e-11,3.058852368403877e-12,1.318493367098423e-15,2.665956312805811e-44,9.185614526142055e-38,1.3647461894857736e-63
2398,-9.795646490613535,0.9196826436613671,0.03474156963999406,4.0,17.0,1.0,14.538663073482258,3.178551604396416e-47,3.550697426648677e-107,2.183297458945784e-96,9.538034377921764e-78,8.591000467511987e-14,1.814624677922425e-45,0.00024261217436808498,2.1921550320490888e-08,4.408922669947179e-17,1.9323251352061465e-43,3.176751317260627e-23,2.1258506453777075e-82
2399,-9.705003144821148,0.605878865471387,0.03474156963999406,2.0,4.0,1.0,12.810194111216006,7.444866372702458e-47,9.269864334999836e-108,2.480137951877563e-96,4.6256826419723026e-77,1.4170134444428722e-13,2.9707451120733444e-45,9.212956369215308e-05,8.217449530909263e-08,6.913601220239837e-16,4.408985415218178e-43,4.859221029620114e-24,2.963400265616662e-81
2400,-9.842111733770935,0.4014720221695103,0.03474156963999406,1.0,2.0,1.0,16.497058937293467,1.4258495803861245e-44,1.0245421763421764e-108,1.2932095496697279e-95,1.6000069773260763e-80,9.40721879181746e-14,1.1737679090111415e-45,4.938789751340223e-05,2.6061552666138597e-07,3.318282167364913e-15,7.057358928929928e-43,1.2197550915868624e-24,1.2827416737321136e-82
2401,-9.842111733770935,0.0,0.03474156963999406,0.0,1.0,1.0,17.677667657377107,1.4258495803861245e-44,1.0245421763421764e-108,1.2932095496697279e-95,1.6000069773260763e-80,9.40721879181746e-14,1.1737679090111415e-45,4.938789751340223e-05,2.6061552666138597e-07,3.318282167364913e-15,7.057358928929928e-43,1.2197550915868624e-24,1.2827416737321136e-82
2402,-10.055566696219103,0.8368183094443031,0.03474156963999406,3.0,8.0,1.0,16.365396612057346,5.401787159124271e-46,2.848141820735286e-107,6.447412013674243e-95,5.254012370571896e-81,2.615675649344958e-13,4.0572724837012104e-47,0.0002672747348964316,9.08645087075321e-09,2.9683892146036194e-16,6.221893312347991e-45,6.0892876470528545e-28,6.22052919786071e-84
2403,-9.967036388963152,0.5525129848992161,0.03474156963999406,2.0,6.0,1.0,17.64383434250493,6.877300062869026e-46,1.2207184780592497e-109,2.6704888602597907e-93,3.8643895787181925e-80,2.755769151360735e-13,2.0352495315741181e-47,0.0023908275017255234,2.3978108287032886e-08,1.9956073531212096e-15,9.46248535095001e-45,2.380378949911243e-25,5.651296025556202e-85
2404,-9.877521711491454,0.15039852194161563,0.03474156963999406,5.0,33.0,1.0,14.236744038780413,8.090789664590849e-46,6.771807447398342e-108,9.335630554496146e-93,3.2063619040606565e-79,3.2293951516801655e-13,4.5731561315294e-47,0.008536257550201487,5.61794771525964e-09,2.7209377083880574e-15,1.5403336359107723e-45,2.5241871548259416e-24,4.4635220866566794e-85
2405,-9.877521711491454,0.0,0.03474156963999406,0.0,1.0,1.0,16.980473722695972,8.090789664590849e-46,6.771807447398342e-108,9.335630554496146e-93,3.2063619040606565e-79,3.2293951516801655e-13,4.5731561315294e-47,0.008536257550201487,5.61794771525964e-09,2.7209377083880574e-15,1.5403336359107723e-45,2.5241871548259416e-24,4.4635220866566794e-85
